205.74,4.2
203.2,6.8
200.66,4.8
195.58,3.9
195.58,2.9
205.74,6.4
200.66,3.3
205.74,4.5
208.28,10.9
205.74,5.2
205.74,3.8
203.2,6.0
190.5,0.8
200.66,3.8
193.04,0.0
213.36,4.2
208.28,0.5
193.04,4.1
205.74,5.8
200.66,2.3
205.74,5.5
185.42,4.8
208.28,2.6
190.5,5.0
210.82,9.2
198.12,3.2
203.2,2.5
195.58,1.7
187.96,2.1
205.74,8.2
185.42,4.4
200.66,4.7
213.36,4.7
205.74,2.8
208.28,2.4
205.74,3.2
208.28,3.8
208.28,3.9
213.36,8.6
208.28,5.5
198.12,2.3
205.74,2.7
195.58,3.3
193.04,0.8
195.58,1.5
193.04,0.0
190.5,1.2
195.58,3.7
213.36,9.0
203.2,4.4
198.12,3.6
193.04,5.0
205.74,3.8
203.2,2.3
205.74,8.7
198.12,1.8
198.12,3.9
203.2,2.6
213.36,2.0
200.66,5.4
213.36,10.4
185.42,3.0
213.36,12.4
200.66,7.3
193.04,2.9
203.2,8.5
190.5,2.7
198.12,5.3
200.66,3.8
200.66,3.2
185.42,3.4
210.82,3.8
203.2,3.5
200.66,4.0
210.82,2.2
195.58,1.1
198.12,2.4
215.9,6.4
213.36,5.0
190.5,2.4
203.2,6.5
210.82,2.0
193.04,0.4
208.28,5.8
210.82,2.9
210.82,4.2
200.66,0.3
203.2,5.2
198.12,1.9
213.36,10.8
208.28,7.4
213.36,12.0
205.74,7.8
193.04,2.3
195.58,1.0
203.2,2.9
203.2,0.7
198.12,2.5
205.74,2.3
210.82,7.2
198.12,0.5
185.42,3.0
203.2,1.8
215.9,3.8
195.58,1.2
200.66,7.8
195.58,2.9
215.9,2.9
205.74,3.3
198.12,0.6
195.58,4.5
195.58,2.5
190.5,1.9
195.58,1.6
215.9,7.9
210.82,5.6
200.66,0.5
200.66,1.2
210.82,4.6
205.74,4.5
195.58,2.5
210.82,6.4
205.74,5.4
210.82,7.6
208.28,3.3
193.04,1.6
193.04,3.7
203.2,4.1
193.04,2.9
208.28,4.6
205.74,6.1
198.12,1.2
203.2,5.6
200.66,3.7
195.58,6.6
198.12,3.6
193.04,4.0
195.58,0.0
208.28,4.1
185.42,2.4
215.9,5.7
203.2,2.5
203.2,6.2
208.28,4.2
198.12,5.9
213.36,5.7
193.04,1.4
193.04,0.4
177.8,0.0
203.2,2.8
205.74,0.8
187.96,1.0
195.58,4.3
200.66,2.6
193.04,1.0
187.96,1.1
203.2,3.5
190.5,2.4
203.2,7.0
193.04,0.9
203.2,2.5
198.12,6.4
210.82,4.0
193.04,1.9
205.74,0.9
198.12,3.4
210.82,9.6
195.58,2.2
210.82,4.6
190.5,3.9
190.5,2.8
190.5,2.5
210.82,2.0
198.12,4.4
210.82,13.6
200.66,1.9
190.5,3.0
195.58,1.6
193.04,2.9
190.5,3.2
198.12,2.6
195.58,3.5
190.5,0.6
200.66,2.3
185.42,3.8
193.04,2.0
180.34,2.1
193.04,2.1
195.58,1.3
200.66,6.7
208.28,5.6
198.12,2.6
193.04,0.0
177.8,1.8
213.36,7.5
182.88,3.2
175.26,1.7
203.2,0.7
213.36,3.9
203.2,3.4
195.58,2.6
198.12,0.6
210.82,5.7
208.28,1.2
213.36,13.5
210.82,4.1
203.2,4.9
195.58,3.6
193.04,2.2
198.12,0.8
185.42,2.0
208.28,0.6
210.82,3.2
193.04,3.2
203.2,9.8
200.66,2.8
200.66,4.1
205.74,1.2
195.58,2.1
193.04,4.3
205.74,3.3
198.12,4.8
182.88,3.9
200.66,6.4
210.82,4.6
195.58,3.4
195.58,3.1
203.2,2.9
200.66,7.1
187.96,2.7
205.74,4.6
200.66,6.2
190.5,0.1
200.66,7.3
213.36,4.5
185.42,2.3
193.04,1.9
203.2,1.9
210.82,7.4
187.96,5.2
205.74,4.0
182.88,5.0
203.2,4.5
200.66,2.1
185.42,0.3
205.74,4.3
208.28,1.5
185.42,2.7
220.98,9.5
190.5,3.6
210.82,10.8
185.42,0.9
203.2,1.0
200.66,1.4
195.58,3.4
180.34,1.6
193.04,2.6
190.5,0.4
203.2,2.8
210.82,6.8
210.82,11.3
203.2,1.3
205.74,4.3
203.2,0.8
195.58,2.5
205.74,4.1
205.74,10.1
213.36,11.6
200.66,3.9
198.12,4.3
193.04,0.0
193.04,2.1
200.66,6.7
182.88,1.0
203.2,3.0
213.36,10.3
198.12,6.6
182.88,1.3
185.42,0.6
210.82,1.0
200.66,0.9
200.66,2.4
198.12,3.3
195.58,2.1
203.2,9.7
205.74,4.1
198.12,4.0
190.5,4.8
195.58,3.2
193.04,0.8
193.04,4.3
185.42,0.8
195.58,6.5
190.5,1.4
205.74,10.2
200.66,2.6
195.58,2.1
198.12,1.2
190.5,4.2
193.04,4.6
187.96,2.0
205.74,3.5
205.74,2.0
205.74,3.7
193.04,4.7
198.12,1.2
187.96,1.6
200.66,6.1
182.88,2.1
203.2,5.9
190.5,4.2
190.5,2.0
213.36,4.6
203.2,3.7
203.2,3.3
185.42,3.9
208.28,13.8
208.28,6.3
203.2,2.9
185.42,5.0
175.26,0.9
180.34,1.9
205.74,4.5
205.74,1.8
203.2,2.8
187.96,0.7
198.12,0.4
205.74,1.4
200.66,3.9
200.66,3.6
180.34,1.3
203.2,6.3
198.12,4.2
218.44,2.7
193.04,3.5
203.2,4.1
208.28,5.1
193.04,1.2
195.58,2.1
200.66,2.8
200.66,2.8
213.36,5.8
195.58,1.9
208.28,1.9
205.74,1.3
198.12,4.3
205.74,6.8
195.58,1.4
195.58,0.9
195.58,1.8
182.88,2.4
203.2,7.7
213.36,6.3
203.2,4.8
200.66,0.9
208.28,15.2
198.12,3.7
223.52,4.5
205.74,4.7
203.2,5.8
208.28,7.8
190.5,2.2
200.66,1.5
190.5,2.3
190.5,2.6
208.28,5.6
218.44,4.0
195.58,0.6
203.2,2.8
208.28,9.3
208.28,3.0
190.5,2.2
200.66,5.1
200.66,3.9
198.12,3.4
195.58,3.3
213.36,7.1
185.42,3.1
200.66,2.5
200.66,5.7
193.04,4.8
205.74,4.2
185.42,4.4
210.82,12.4
190.5,2.4
213.36,4.6
200.66,3.3
208.28,2.3
185.42,3.4
203.2,5.0
195.58,0.6
195.58,4.2
193.04,3.3
182.88,0.6
213.36,5.7
198.12,6.2
205.74,3.9
200.66,3.2
205.74,4.8
198.12,4.6
208.28,7.0
190.5,2.0
185.42,4.6
208.28,7.4
190.5,2.3
190.5,1.6
190.5,4.7
193.04,1.5
205.74,3.8
190.5,2.3
205.74,2.2
208.28,5.7
208.28,7.3
198.12,2.6
190.5,0.5
187.96,2.4
198.12,3.9
205.74,9.8
193.04,1.5
195.58,1.9
198.12,3.3
208.28,5.2
203.2,6.6
208.28,2.5
195.58,1.9
195.58,4.9
187.96,4.3
210.82,3.7
195.58,1.4
208.28,2.5
180.34,2.1
193.04,3.9
208.28,4.6
195.58,1.3
190.5,2.6
205.74,1.6
198.12,4.2
198.12,2.0
208.28,6.2
185.42,1.9
193.04,2.1
187.96,2.3
185.42,3.6
195.58,3.8
193.04,5.8
210.82,11.5
205.74,1.6
198.12,2.3
198.12,5.5
195.58,3.5
210.82,10.0
187.96,3.7
200.66,4.5
190.5,3.8
208.28,4.5
195.58,2.3
187.96,0.0
203.2,4.0
205.74,7.8
198.12,2.7
198.12,6.1
190.5,5.2
195.58,3.5
210.82,9.3
200.66,1.9
208.28,2.5
185.42,2.7
203.2,4.2
226.06,2.1
205.74,4.3
193.04,1.2
208.28,1.0
200.66,6.0
195.58,1.3
193.04,3.3
198.12,1.3
198.12,3.2
185.42,4.4
198.12,2.3
203.2,4.9
198.12,1.2
195.58,1.6
198.12,0.8
208.28,7.2
198.12,1.5
198.12,2.8
193.04,1.3
198.12,4.7
193.04,5.5
203.2,5.4
215.9,13.5
203.2,6.1
190.5,7.9
205.74,3.5
190.5,1.9
198.12,2.5
203.2,3.1
198.12,2.1
213.36,8.2
187.96,2.3
182.88,2.8
195.58,5.9
195.58,2.2
182.88,0.3
200.66,2.0
193.04,2.0
208.28,5.1
195.58,3.5
213.36,2.8
182.88,1.2
195.58,3.3
213.36,2.0
203.2,0.7
193.04,1.8
205.74,9.4
205.74,1.7
198.12,2.5
193.04,2.5
195.58,6.3
203.2,1.0
213.36,5.8
210.82,4.3
203.2,4.1
182.88,1.0
203.2,1.1
210.82,6.3
198.12,4.8
195.58,1.2
190.5,0.3
198.12,6.3
195.58,2.3
195.58,2.3
198.12,2.1
193.04,3.9
200.66,1.4
203.2,4.0
200.66,2.7
203.2,6.9
200.66,3.9
208.28,4.6
198.12,1.9
200.66,3.3
185.42,4.3
177.8,1.1
195.58,2.7
203.2,4.6
193.04,2.7
182.88,1.5
205.74,10.1
193.04,1.1
195.58,1.5
203.2,1.1
195.58,4.1
190.5,1.9
210.82,2.0
195.58,1.6
213.36,2.5
182.88,1.6
205.74,5.7
203.2,3.4
198.12,5.6
213.36,2.4
203.2,3.2
210.82,5.2
195.58,1.6
187.96,0.8
193.04,1.5
190.5,1.3
200.66,3.9
195.58,0.5
208.28,5.2
195.58,0.5
213.36,5.1
205.74,0.9
195.58,3.3
190.5,0.8
208.28,4.7
198.12,4.0
185.42,3.2
208.28,2.3
200.66,3.6
198.12,5.6
213.36,7.0
210.82,7.5
195.58,1.7
205.74,6.2
198.12,1.7
185.42,3.1
205.74,2.9
200.66,1.0
203.2,0.7
190.5,2.3
200.66,9.4
208.28,3.3
195.58,3.5
218.44,2.3
195.58,4.9
200.66,0.6
193.04,2.7
190.5,2.9
190.5,0.0
210.82,6.3
195.58,1.7
203.2,5.0
190.5,3.8
195.58,1.8
190.5,3.3
203.2,3.8
208.28,2.0
213.36,4.9
203.2,3.5
200.66,7.1
198.12,1.9
205.74,7.3
195.58,4.2
185.42,5.2
200.66,2.3
203.2,2.6
185.42,1.6
203.2,5.7
200.66,5.7
198.12,1.7
200.66,5.4
190.5,0.6
185.42,3.0
185.42,1.1
190.5,1.0
198.12,2.3
190.5,3.0
208.28,8.1
190.5,4.7
187.96,1.9
203.2,4.4
200.66,6.6
198.12,5.0
195.58,6.6
185.42,1.2
200.66,1.4
210.82,4.9
218.44,1.6
190.5,3.3
203.2,3.4
210.82,6.6
195.58,2.3
190.5,1.4
205.74,4.1
208.28,4.9
195.58,1.8
205.74,4.5
208.28,6.4
205.74,3.0
203.2,4.5
187.96,0.6
200.66,5.3
213.36,9.7
210.82,10.9
208.28,3.4
208.28,3.0
210.82,2.9
190.5,3.7
205.74,4.9
195.58,2.6
190.5,1.1
193.04,2.0
198.12,2.9
198.12,4.0
195.58,2.9
190.5,1.1
193.04,0.9
193.04,2.0
200.66,2.1
185.42,4.2
195.58,1.4
200.66,2.4
193.04,3.2
198.12,2.0
210.82,3.3
190.5,3.4
200.66,5.9
208.28,3.7
187.96,0.1
198.12,2.8
203.2,0.0
195.58,5.2
203.2,6.6
208.28,6.0
180.34,3.0
213.36,6.0
210.82,3.5
210.82,11.0
213.36,4.0
200.66,5.4
177.8,2.1
200.66,1.6
185.42,2.7
198.12,3.5
213.36,5.4
195.58,1.0
200.66,2.9
210.82,12.0
185.42,4.4
208.28,4.8
193.04,5.8
200.66,3.3
198.12,7.1
205.74,4.5
200.66,3.5
190.5,2.2
198.12,3.1
208.28,4.0
198.12,3.5
190.5,1.7
205.74,5.0
193.04,1.8
190.5,3.4
195.58,6.0
195.58,0.5
208.28,11.0
185.42,3.4
190.5,2.1
198.12,3.2
205.74,1.7
200.66,3.0
208.28,8.4
195.58,0.5
203.2,7.4
203.2,1.7
210.82,5.6
205.74,5.8
195.58,1.0
210.82,10.0
198.12,3.1
193.04,1.7
210.82,4.3
195.58,3.5
182.88,0.4
198.12,6.0
203.2,3.4
193.04,2.3
203.2,3.9
190.5,1.6
177.8,0.3
203.2,4.6
195.58,3.6
193.04,2.2
185.42,1.5
200.66,6.9
198.12,3.6
203.2,3.6
213.36,10.6
205.74,7.4
195.58,3.0
190.5,3.2
210.82,12.5
210.82,1.3
187.96,0.5
203.2,4.0
187.96,0.8
190.5,2.1
198.12,1.8
200.66,1.0
195.58,3.1
213.36,3.9
193.04,0.9
203.2,5.6
203.2,6.7
175.26,1.3
182.88,3.4
213.36,7.2
190.5,1.5
190.5,4.0
200.66,2.7
203.2,4.8
213.36,5.2
203.2,3.2
213.36,5.8
205.74,3.7
193.04,5.3
208.28,2.4
190.5,0.8
203.2,1.5
215.9,7.9
185.42,3.4
195.58,1.4
193.04,1.3
205.74,3.6
208.28,1.4
190.5,4.0
198.12,4.0
195.58,7.9
200.66,3.5
198.12,4.7
195.58,2.8
205.74,9.0
195.58,4.2
200.66,0.8
187.96,1.7
190.5,1.9
210.82,7.2
203.2,5.3
205.74,4.9
223.52,3.9
208.28,7.1
198.12,3.6
200.66,3.9
218.44,0.8
190.5,1.7
190.5,4.7
203.2,5.6
190.5,2.1
182.88,1.5
198.12,0.5
195.58,1.7
213.36,5.0
193.04,5.4
205.74,2.3
205.74,2.4
187.96,1.6
193.04,4.7
198.12,1.1
190.5,3.9
195.58,2.7
203.2,4.0
203.2,3.3
203.2,5.3
203.2,4.9
185.42,2.4
193.04,2.3
208.28,5.2
200.66,7.2
203.2,5.7
182.88,1.3
195.58,2.8
195.58,2.6
193.04,0.4
205.74,6.7
203.2,4.8
198.12,4.6
213.36,4.7
208.28,1.1
193.04,2.9
213.36,4.1
200.66,1.4
190.5,0.0
200.66,5.0
200.66,1.0
210.82,4.0
208.28,12.0
198.12,3.5
200.66,3.0
200.66,4.9
190.5,2.2
208.28,7.9
193.04,4.7
200.66,2.0
198.12,2.9
203.2,0.9
215.9,1.0
190.5,3.4
208.28,1.6
200.66,1.0
198.12,4.6
200.66,3.1
198.12,3.8
195.58,2.8
198.12,3.7
208.28,3.8
203.2,7.2
185.42,2.4
198.12,1.3
195.58,3.9
208.28,2.9
190.5,3.5
203.2,4.8
187.96,3.1
210.82,7.5
195.58,2.9
208.28,4.1
198.12,4.2
205.74,3.4
210.82,10.5
203.2,1.5
193.04,7.1
195.58,4.3
205.74,4.9
190.5,3.5
187.96,2.4
193.04,3.2
205.74,5.5
195.58,3.5
187.96,2.6
193.04,3.0
195.58,3.1
208.28,6.4
203.2,5.5
203.2,1.6
208.28,4.3
180.34,0.8
195.58,0.8
185.42,0.4
200.66,3.4
198.12,3.1
198.12,1.9
187.96,2.0
205.74,3.1
205.74,6.7
180.34,1.1
182.88,4.5
203.2,1.8
208.28,9.6
198.12,4.0
208.28,14.3
195.58,4.1
195.58,3.1
195.58,2.0
195.58,3.2
187.96,4.2
210.82,3.1
193.04,0.9
195.58,2.3
187.96,0.6
208.28,3.2
193.04,2.6
210.82,1.4
190.5,2.5
185.42,3.1
187.96,4.7
210.82,6.8
180.34,1.6
193.04,4.0
190.5,3.5
203.2,2.0
205.74,8.1
205.74,3.7
182.88,0.9
203.2,4.8
193.04,1.5
177.8,0.8
185.42,0.6
185.42,3.9
200.66,3.9
198.12,2.4
208.28,5.7
200.66,2.4
203.2,6.8
200.66,2.2
195.58,3.3
182.88,1.6
213.36,2.3
208.28,6.1
195.58,0.3
193.04,3.2
198.12,2.2
203.2,6.2
185.42,4.4
198.12,3.4
198.12,0.1
193.04,2.5
195.58,3.6
200.66,3.5
193.04,2.6
198.12,3.1
195.58,2.8
190.5,0.7
200.66,1.1
203.2,5.4
195.58,3.9
200.66,6.5
205.74,1.5
195.58,5.0
205.74,3.2
182.88,1.9
203.2,4.3
210.82,7.1
213.36,4.5
208.28,0.0
198.12,4.0
193.04,1.6
198.12,2.2
205.74,5.6
205.74,2.6
193.04,1.8
203.2,1.2
213.36,1.4
193.04,4.8
205.74,1.4
203.2,1.0
208.28,0.9
182.88,2.0
187.96,1.7
195.58,3.0
187.96,0.5
190.5,2.0
195.58,5.0
203.2,3.0
180.34,2.1
226.06,2.7
203.2,3.5
185.42,3.7
203.2,6.9
200.66,2.0
200.66,6.7
190.5,3.3
208.28,8.3
203.2,2.8
187.96,2.9
198.12,3.4
190.5,0.8
205.74,2.0
185.42,2.4
185.42,2.4
198.12,5.8
193.04,3.5
198.12,1.2
190.5,0.6
203.2,3.4
185.42,2.4
198.12,1.7
205.74,2.3
200.66,4.7
203.2,6.6
185.42,1.7
200.66,4.6
203.2,2.0
200.66,0.6
185.42,3.2
195.58,4.8
205.74,7.2
198.12,3.6
185.42,0.7
200.66,5.5
213.36,3.8
203.2,1.9
208.28,0.7
200.66,2.5
210.82,8.9
195.58,4.4
190.5,5.5
198.12,2.5
195.58,4.3
198.12,3.0
193.04,1.1
193.04,0.9
200.66,1.4
195.58,2.3
198.12,4.7
187.96,2.4
205.74,1.1
208.28,6.7
203.2,2.6
198.12,1.1
193.04,1.0
200.66,4.5
187.96,2.0
190.5,1.5
190.5,11.5
203.2,5.5
215.9,13.5
203.2,4.8
193.04,6.8
198.12,2.4
193.04,1.9
193.04,1.4
198.12,2.6
203.2,3.3
208.28,8.2
200.66,5.5
198.12,5.4
208.28,7.1
200.66,3.3
200.66,1.5
203.2,7.4
193.04,3.8
205.74,5.3
205.74,5.8
200.66,6.0
190.5,3.6
195.58,2.7
205.74,1.3
185.42,1.3
208.28,1.3
195.58,2.7
205.74,2.2
205.74,5.7
185.42,1.1
208.28,6.1
182.88,5.4
187.96,4.8
210.82,4.5
198.12,5.9
198.12,2.4
193.04,1.8
185.42,1.1
200.66,6.7
213.36,5.3
205.74,7.7
193.04,2.6
220.98,8.9
198.12,4.8
193.04,3.4
187.96,3.2
193.04,1.8
195.58,2.0
205.74,2.8
195.58,8.0
203.2,4.1
193.04,2.6
195.58,3.3
190.5,4.5
198.12,4.4
205.74,3.9
203.2,10.2
198.12,3.6
203.2,2.3
200.66,0.8
198.12,4.1
210.82,3.8
198.12,4.5
210.82,9.0
200.66,1.0
203.2,1.8
190.5,1.4
210.82,10.6
200.66,6.5
203.2,1.6
195.58,2.2
195.58,6.0
193.04,0.6
210.82,7.0
200.66,6.0
182.88,4.0
185.42,0.8
185.42,2.1
190.5,1.5
190.5,3.6
200.66,2.4
198.12,6.0
213.36,8.1
195.58,1.6
213.36,5.8
187.96,2.0
200.66,6.2
210.82,3.2
218.44,8.9
190.5,1.0
210.82,6.5
200.66,4.6
195.58,2.7
198.12,0.1
208.28,3.8
195.58,0.4
205.74,4.6
208.28,3.4
210.82,6.4
213.36,0.6
198.12,3.1
187.96,1.5
203.2,4.7
210.82,5.2
205.74,2.7
210.82,10.8
210.82,11.7
208.28,0.3
190.5,3.1
208.28,1.5
200.66,3.0
185.42,2.5
208.28,2.2
198.12,4.3
185.42,3.5
200.66,8.0
208.28,2.1
195.58,2.6
218.44,2.2
185.42,2.5
195.58,5.3
203.2,1.0
190.5,2.4
205.74,2.4
210.82,4.1
203.2,4.1
190.5,3.1
205.74,4.4
177.8,0.6
193.04,4.4
205.74,6.5
208.28,7.3
208.28,1.0
195.58,4.5
205.74,1.5
213.36,2.3
195.58,1.1
200.66,2.4
208.28,5.2
190.5,1.8
193.04,1.0
195.58,1.9
210.82,9.3
193.04,1.7
210.82,7.4
203.2,3.5
203.2,2.1
203.2,3.4
193.04,2.9
205.74,1.7
193.04,1.8
203.2,1.9
190.5,2.0
182.88,2.4
195.58,1.3
187.96,3.2
195.58,4.0
187.96,0.0
195.58,5.0
193.04,0.3
213.36,4.2
208.28,10.5
205.74,2.1
198.12,4.3
195.58,0.0
195.58,0.0
205.74,3.6
182.88,5.3
195.58,4.6
210.82,5.5
195.58,1.0
205.74,2.4
203.2,3.0
195.58,0.7
187.96,1.4
210.82,6.8
213.36,2.0
195.58,4.8
193.04,1.9
205.74,3.7
203.2,2.7
203.2,6.3
198.12,3.1
198.12,2.6
210.82,8.3
177.8,1.8
203.2,0.5
190.5,1.6
213.36,4.6
193.04,1.4
208.28,4.5
185.42,4.4
205.74,4.0
200.66,2.6
190.5,1.9
190.5,1.0
198.12,0.9
193.04,1.8
195.58,2.4
195.58,2.9
208.28,2.8
200.66,4.6
195.58,1.6
190.5,3.1
213.36,3.5
210.82,11.6
198.12,1.8
200.66,1.6
198.12,1.3
193.04,2.9
195.58,2.7
190.5,3.5
193.04,2.0
198.12,2.4
200.66,2.7
198.12,1.8
190.5,2.0
185.42,3.4
200.66,3.2
195.58,1.9
213.36,5.8
185.42,2.3
200.66,2.8
185.42,0.8
210.82,12.1
195.58,4.3
195.58,5.0
195.58,4.4
193.04,3.5
182.88,3.3
187.96,3.0
198.12,3.3
187.96,1.2
198.12,3.6
185.42,4.2
200.66,4.7
208.28,4.6
190.5,0.0
205.74,5.0
195.58,1.6
190.5,1.8
205.74,2.1
193.04,4.0
198.12,1.8
208.28,5.9
200.66,2.6
190.5,1.7
205.74,5.4
198.12,7.3
200.66,2.3
208.28,4.9
205.74,4.7
193.04,3.4
208.28,4.6
193.04,3.4
203.2,1.2
205.74,3.1
208.28,6.0
195.58,3.6
193.04,1.7
198.12,1.7
195.58,7.7
200.66,3.5
205.74,2.5
190.5,1.1
177.8,0.4
210.82,5.8
205.74,8.4
208.28,10.8
198.12,1.3
195.58,1.0
203.2,3.1
190.5,2.0
203.2,8.0
187.96,1.0
193.04,2.0
195.58,0.7
185.42,3.9
203.2,12.0
195.58,0.9
215.9,1.0
210.82,4.5
193.04,1.4
195.58,4.2
208.28,1.0
198.12,6.1
215.9,9.3
203.2,1.1
208.28,0.0
198.12,3.0
193.04,1.0
208.28,4.1
213.36,4.9
195.58,3.0
203.2,0.5
203.2,4.8
190.5,3.2
200.66,3.8
193.04,1.4
187.96,2.6
213.36,7.6
203.2,5.6
195.58,4.8
198.12,1.7
200.66,2.8
203.2,8.7
205.74,1.0
190.5,0.7
193.04,5.4
198.12,5.3
193.04,1.0
205.74,4.2
200.66,2.3
175.26,1.3
213.36,6.7
203.2,4.2
190.5,5.7
205.74,1.3
213.36,8.5
195.58,1.2
182.88,2.2
193.04,0.0
193.04,1.8
187.96,2.4
185.42,3.3
198.12,1.5
205.74,2.7
198.12,0.8
200.66,2.2
185.42,1.0
185.42,0.1
195.58,2.1
180.34,1.5
200.66,4.2
182.88,0.6
198.12,3.7
185.42,3.0
203.2,3.0
200.66,5.0
203.2,4.1
190.5,2.4
203.2,2.1
187.96,1.6
187.96,3.1
203.2,4.5
195.58,0.8
213.36,4.1
193.04,4.8
195.58,3.2
205.74,1.8
193.04,4.4
198.12,3.9
190.5,4.3
198.12,0.0
198.12,5.5
195.58,3.8
187.96,1.2
203.2,4.0
205.74,5.6
205.74,6.2
195.58,0.7
193.04,1.4
193.04,0.3
200.66,1.9
210.82,4.4
187.96,4.1
208.28,4.0
195.58,3.2
205.74,5.7
203.2,1.7
205.74,4.9
208.28,4.7
198.12,2.5
198.12,2.6
195.58,1.0
203.2,5.8
180.34,1.2
190.5,0.0
180.34,1.1
195.58,4.1
182.88,4.4
203.2,3.6
205.74,10.1
198.12,5.0
193.04,3.3
208.28,11.9
198.12,4.0
210.82,4.6
190.5,5.4
185.42,3.3
198.12,2.7
190.5,2.7
193.04,3.0
182.88,1.9
203.2,5.3
198.12,2.2
195.58,3.3
193.04,0.0
193.04,3.0
182.88,1.3
203.2,5.9
195.58,0.2
182.88,2.2
182.88,1.9
193.04,3.6
195.58,1.9
195.58,0.0
195.58,2.3
187.96,0.0
205.74,7.7
195.58,1.7
198.12,4.9
208.28,2.1
205.74,5.0
205.74,5.2
195.58,2.9
193.04,8.3
203.2,2.0
210.82,10.2
205.74,2.9
195.58,2.3
208.28,5.6
195.58,0.0
195.58,2.9
210.82,5.5
187.96,4.5
203.2,3.3
190.5,3.9
198.12,5.2
195.58,1.5
203.2,3.0
195.58,3.6
193.04,2.8
198.12,3.8
205.74,10.1
190.5,1.6
203.2,4.6
205.74,4.1
190.5,2.2
220.98,1.7
198.12,4.0
200.66,4.3
218.44,1.4
187.96,2.7
190.5,1.7
193.04,4.7
208.28,9.1
213.36,5.2
193.04,1.7
208.28,0.0
213.36,4.1
200.66,1.9
203.2,2.7
208.28,5.5
200.66,2.9
208.28,9.3
195.58,3.2
198.12,3.2
190.5,2.6
208.28,9.9
193.04,4.8
200.66,1.9
198.12,0.5
190.5,1.9
200.66,4.5
203.2,4.1
180.34,1.5
195.58,2.8
198.12,3.5
203.2,5.7
200.66,5.3
203.2,5.9
210.82,5.3
213.36,4.2
205.74,3.7
200.66,5.5
208.28,2.0
190.5,3.2
208.28,11.0
210.82,13.8
198.12,0.4
203.2,4.3
195.58,2.9
213.36,1.7
210.82,5.6
218.44,3.4
195.58,1.5
203.2,0.8
190.5,1.4
187.96,0.5
210.82,7.1
195.58,5.5
200.66,2.6
195.58,0.0
208.28,2.3
205.74,3.9
213.36,2.1
205.74,4.1
210.82,5.6
195.58,5.6
200.66,5.2
203.2,2.0
203.2,8.5
190.5,1.6
198.12,3.5
187.96,3.6
203.2,4.7
208.28,7.0
187.96,4.1
187.96,1.9
195.58,1.5
205.74,9.6
198.12,0.9
213.36,3.5
203.2,1.5
193.04,2.2
195.58,2.3
200.66,5.5
210.82,3.7
185.42,2.8
198.12,5.8
195.58,4.2
185.42,4.1
200.66,4.1
182.88,1.9
203.2,6.9
200.66,3.5
193.04,0.5
205.74,2.4
185.42,1.9
210.82,1.1
203.2,6.5
193.04,2.0
190.5,1.3
193.04,3.0
198.12,3.0
195.58,4.8
200.66,6.1
213.36,8.1
187.96,1.5
195.58,0.5
218.44,1.9
195.58,3.3
208.28,3.1
200.66,9.1
190.5,4.2
200.66,1.2
187.96,1.6
198.12,5.4
193.04,2.6
198.12,2.9
185.42,1.3
198.12,1.2
205.74,8.2
210.82,5.7
190.5,3.5
203.2,5.6
220.98,8.1
205.74,5.3
185.42,0.9
205.74,8.5
182.88,4.5
185.42,1.4
187.96,4.4
200.66,6.7
198.12,2.6
195.58,2.8
193.04,1.8
185.42,2.6
200.66,5.4
210.82,5.5
195.58,5.1
198.12,1.8
193.04,2.9
190.5,1.3
200.66,2.4
195.58,3.0
208.28,5.9
180.34,0.0
195.58,4.3
200.66,0.0
208.28,6.6
185.42,3.0
208.28,3.0
200.66,7.0
185.42,1.1
213.36,8.6
195.58,0.4
198.12,4.2
187.96,3.0
187.96,0.0
210.82,7.7
195.58,1.1
190.5,3.4
190.5,1.0
205.74,4.5
195.58,1.9
203.2,4.4
195.58,2.3
193.04,3.8
205.74,2.6
210.82,1.1
177.8,0.4
205.74,3.0
210.82,7.0
193.04,2.5
193.04,2.7
203.2,4.4
208.28,3.0
203.2,3.8
198.12,2.0
198.12,2.6
203.2,1.0
185.42,0.8
198.12,4.2
210.82,11.1
200.66,2.0
203.2,2.0
208.28,0.5
210.82,9.8
180.34,1.4
203.2,3.9
195.58,1.8
198.12,6.1
193.04,1.5
210.82,4.4
198.12,4.0
205.74,7.3
193.04,4.4
185.42,0.5
203.2,7.2
200.66,1.5
200.66,3.4
195.58,2.9
208.28,7.4
193.04,2.2
195.58,3.8
195.58,3.4
193.04,1.8
198.12,4.5
182.88,3.0
200.66,3.6
203.2,9.9
205.74,2.5
198.12,2.4
215.9,0.7
195.58,4.6
205.74,7.8
213.36,11.7
193.04,0.4
198.12,0.5
210.82,11.4
200.66,0.0
198.12,4.0
210.82,2.6
200.66,5.9
185.42,1.7
215.9,14.7
205.74,4.1
203.2,2.9
205.74,4.3
200.66,3.3
193.04,3.5
190.5,4.5
195.58,2.8
193.04,1.4
203.2,2.8
195.58,7.2
195.58,2.4
200.66,1.0
203.2,7.8
182.88,1.9
198.12,2.0
193.04,3.4
203.2,3.6
185.42,3.3
190.5,0.5
190.5,2.5
200.66,5.4
193.04,2.3
205.74,1.7
190.5,1.0
193.04,2.0
185.42,0.4
193.04,0.9
198.12,1.8
198.12,4.2
195.58,2.6
198.12,3.2
195.58,3.0
210.82,10.0
200.66,1.6
185.42,3.3
228.6,2.1
205.74,4.4
